Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
La tortue rouge;La tortuga roja;TMDB;Historia muda sobre un náufrago en una isla tropical desierta poblada de tortugas, cangrejos y aves. Cuenta las grandes etapas de la vida de un ser humano. Debut en el largometraje del animador Michaël Dudok de Wit (ganador del Oscar por su cortometraje 'Father and Daughter'). Coproducción de varias productoras francesas y el Studio Ghibli.;https://image.tmdb.org/t/p/original/m3pixAC0hJSYTo0gvBlwcHncXpv.jpg;Animación, Drama, Fantasía, Familia;7.435;1;https://www.themoviedb.org/movie/337703;https://image.tmdb.org/t/p/original/dotEMpAXmAp6lAYulMVK4lqKFiX.jpg;;Tom Hudson (The Son as a Young Adult (voice)), Baptiste Goy (The Son as a Child (voice)), Axel Devillers (The Son as a Baby (voice)), Barbara Beretta (The Mother (voice));https://image.tmdb.org/t/p/w185/4YZPq6vxaozuVMzenqx0E6gE9at.jpg, , , https://image.tmdb.org/t/p/w185/durLjYMB6bmj9PxD0vZ79LmkT35.jpg;Director: Michael Dudok de Wit;Lo mejor de Winnie the Pooh, Mundo extraño, El brillo del arcoiris, Donde viven los monstruos, Arkie;https://www.youtube.com/watch?v=42aQ3TQG5fw
Bakuten!! (Backflip!!);Bakuten!!;Jikan (MyAnimeList);Shotaro Futaba, un chico torpe y con miedo a las alturas, se une al club de acrobacias deportivas de su escuela secundaria. A través del esfuerzo, la amistad y la pasión por el deporte, Shotaro y sus compañeros buscan alcanzar los campeonatos nacionales de gimnasia acrobática.;https://cdn.myanimelist.net/images/anime/1827/113510l.jpg;Sports;7.48;12.0;https://myanimelist.net/anime/43756/Bakuten;https://image.tmdb.org/t/p/original/1ndKKZfaUTV7AtInbz0kFxNA0Sw.jpg;T1:12;Shimba Tsuchiya (Shotaro Futaba (voice)), Kaito Ishikawa (Ryoya Misato (voice)), Daisuke Ono (Masamune Shichigahama (voice)), Takashi Kondo (Keisuke Tsukidate (voice)), Hiro Shimono (Nagayoshi Onagawa (voice)), Hiroshi Kamiya (Kotaro Watari (voice));https://image.tmdb.org/t/p/w185/qyPAAsmnc3ugr4fYq2Jy2VbuXU9.jpg, https://image.tmdb.org/t/p/w185/fzjIkotjUHHs3wgftM9tqdsG8ph.jpg, https://image.tmdb.org/t/p/w185/5rjl28lx84JjRS0hzq3Ajvx2dhp.jpg, https://image.tmdb.org/t/p/w185/9KRXSp1m4fofxJKtoEzsYFnai46.jpg, https://image.tmdb.org/t/p/w185/yrSDcgFefHtWkFmLnTrcw2t0MV.jpg, https://image.tmdb.org/t/p/w185/5aAAOlQ2hW5EqEQOzk4UeroxcTN.jpg;;Taiso Samurai, Haikyuu!! Los ases del vóley, Iwa Kakeru! Sport Climbing Girls, Hanebado!, Ballroom e Youkoso;
Bastard!! Ankoku no Hakaishin;Bastard!! Ankoku no Hakaishin;Jikan (MyAnimeList);En un mundo fantástico de magia, el mago oscuro Lucifer es derrotado por los héroes y condenado a vivir aprisionado. Al despertar tras un largo encierro, Lucifer busca recuperar su poder mientras se enfrenta a nuevos y poderosos enemigos, desatando una destrucción sin precedentes.;https://cdn.myanimelist.net/images/anime/1419/99205l.jpg;Action, Adventure, Fantasy, Ecchi;6.7;6.0;https://myanimelist.net/anime/404/Bastard_Ankoku_no_Hakaishin;https://image.tmdb.org/t/p/original/3KoMq6ll73zwb3ZiY04DmgAozDl.jpg;T1:24|T2:15;Kisho Taniyama (Dark Schneider (voice)), Tomori Kusunoki (Tia Noto Yoko (voice)), Hiroki Yasumoto (Gara (voice)), Yoko Hikasa (Arshes Nei (voice)), Kanae Ito (Lucien Renlen (voice)), Tomokazu Sugita (Abigail (voice));https://image.tmdb.org/t/p/w185/9lOnUF6C6xEhZ0FQmYNzNZhcUpd.jpg, https://image.tmdb.org/t/p/w185/iiGJPsLAnOoqmkNjLWCvbbDJw50.jpg, https://image.tmdb.org/t/p/w185/vNIGLl0wFmdhdnulMssQ1qyNeBs.jpg, https://image.tmdb.org/t/p/w185/mP3bj0s1gqJ6tCKFLhu4b1CkJj7.jpg, https://image.tmdb.org/t/p/w185/te4l0fzbfhtKWqNHPYdGZBXMmxt.jpg, https://image.tmdb.org/t/p/w185/cv5zuPZySNsHXu24pjKLYCRzJ2J.jpg;;Baki Hanma, Baki, La espada del inmortal, The Seven Deadly Sins: Los cuatro jinetes del apocalipsis, Saint Seiya: Los Caballeros del Zodiaco;https://www.youtube.com/watch?v=_Iqc-dG8peA
Magi: The Labyrinth of Magic;Magi: The Labyrinth of Magic;TMDB;Esta historia es sobre la corriente del destino y la lucha para mantener el mundo en el camino correcto. Aladin es un chico que ha estado explorando el mundo luego de haber estado encerrado en una habitación la mayor parte de su vida. Su mejor amigo es una flauta con un Djinn (Genio) llamado Ugo dentro de ella. En poco tiempo Aladin descubre que es un Magi (mago), y que ha nacido para escoger reyes que sigan un camino justo, y que luchen contra aquellos que quieren destruir el destino. Sigue sus aventuras y conoce a otros personajes de ?Las Mil y Una Noches?, como Alibaba, Sinbad y sus luchas para mantener el equilibrio del mundo.;https://image.tmdb.org/t/p/original/4pXn9a3srp6wCuEei7Z2nvYjAC4.jpg;Animación, Action & Adventure, Sci-Fi & Fantasy;8.2;2;50;https://image.tmdb.org/t/p/original/AcKnrZgsf8ea8NJWdGWlqSYTQBG.jpg;T1:25|T2:25;Kaori Ishihara (Aladdin), Yuki Kaji (Alibaba Saluja), Ryohei Kimura (Sinbad / Judal (voices)), Haruka Tomatsu (Morgiana), Toshiyuki Morikawa (Ugo), Hidekatsu Shibata (Amon);https://image.tmdb.org/t/p/w185/6L8Y52WSpky0iMMa0YYT67CaAQg.jpg, https://image.tmdb.org/t/p/w185/8wKdPV11IwowfwoqGqMMNt9hmp6.jpg, https://image.tmdb.org/t/p/w185/m4GktFKhjrVTewsZtqTusInHZqT.jpg, https://image.tmdb.org/t/p/w185/geVvuA2zMGE5xzfc20aDelJSelu.jpg, https://image.tmdb.org/t/p/w185/hrzGBe4nokgkBNFekNo5hlXB2Bv.jpg, https://image.tmdb.org/t/p/w185/hnKQe1GpuLAZY8pDnJc6eXIQzfv.jpg;;Hitoribocchi no Isekai Kouryaku, The Strongest Tank's Labyrinth Raids, A-Rank Party wo Ridatsu Shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu., DanMachi Gaiden: Sword Oratoria, Slayers;https://www.youtube.com/watch?v=2E7o26G1T0c
Beast Tamer;Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau;Jikan (MyAnimeList);Tras ser expulsado del grupo de héroes sin ninguna razón lógica, el domador de bestias Rein descubre que puede hacer contratos con las criaturas más fuertes del mundo, consideradas inalcanzables. Con sus nuevas aliadas felinas a su lado, Rein demuestra que fue subestimado gravemente por quienes lo rechazaron.;https://cdn.myanimelist.net/images/anime/1084/126652l.jpg;Action, Adventure, Fantasy;6.9;13.0;https://myanimelist.net/anime/52046/Yuusha_Party_wo_Tsuihou_sareta_Beast_Tamer_Saikyoushu_no_Nekomimi_Shoujo_to_Deau;https://image.tmdb.org/t/p/original/nxAgYhmytuUdAnAkpXsOea8dkse.jpg;T1:13;Shoya Chiba (Rein Shroud (voice)), Azumi Waki (Kanade (voice)), Rumi Okubo (Tania (voice)), Minami Tanaka (Sora (voice)), Maria Sashide (Runa (voice)), Marika Kouno (Nina (voice));https://image.tmdb.org/t/p/w185/pF2urY77wuCYd9Fxh7dTirFYKSF.jpg, https://image.tmdb.org/t/p/w185/nxm4DLWv0BOcK2owvAz5yafSAXj.jpg, https://image.tmdb.org/t/p/w185/cf4cnFMllu1yO3X0gCGGDdl8GXW.jpg, https://image.tmdb.org/t/p/w185/cxuGdrWhQooTsE3TvjAwokyEkwr.jpg, https://image.tmdb.org/t/p/w185/60vRGCJPe9n8dVkMFtF1z1K8IWF.jpg, https://image.tmdb.org/t/p/w185/tGtrlF6iBDHoBEmRfPdOyVt7X18.jpg;;Kampfer, Masou Gakuen HxH, Immoral Guild, Shinka no Mi ~Shiranai Uchi ni Kachigumi Jinsei~, Shinmai Maou no Testament;https://www.youtube.com/watch?v=8TOWzr56nFA
Mermaid Melody: Pichi Pichi Pitch;Mermaid Melody: Pichi Pichi Pitch (Español);TMDB;La serie trata de Luchia, la princesa sirena de la perla rosa que junto a su fiel guardián Hippo parten en busca del chico que conoció cuando era una niña y cual salvó de morir ahogado y de su perla rosada, que había perdido en el mundo humano por entregársela al chico y salvarlo . Al llegar a tierra se hospeda en el hotel Perla donde la recibe Nikora y Madame Taki. Durante un paseo en la playa conoce a Kaito, el chico que salvó hace años, pero no la reconoce debido a que su forma humana es diferente a su forma de sirena. Al matricularse en el instituto conoce a Hannon, que resulta ser una de las siete princesas sirenas, la de la perla azul. Más adelante conocen a Rina, otra de las siete princesas sirenas que posee la pela verde.;https://image.tmdb.org/t/p/original/iefBxEbcP1MRAMlHvXfya5yfW7R.jpg;Animación, Kids, Drama, Sci-Fi & Fantasy, Comedia, Familia, Action & Adventure;8.1;91;;https://image.tmdb.org/t/p/original/mMdQssCoupVTmOWz7thJeSURimh.jpg;T1:52|T2:39;中田あすみ (Lucia Nanami (voice)), 寺門仁美 (Hanon Hōshō (voice)), Mayumi Asano (Rina Tōin (voice)), Daisuke Kishio (Kaito Dōmoto (voice)), 伊東みやこ (Hippo (voice)), 斎藤恵理 (Nikora Nanami (voice));, https://image.tmdb.org/t/p/w185/eP5XBxs55hBhlN61CXW7Hv7cnzs.jpg, https://image.tmdb.org/t/p/w185/kn74SOAY6cfEpLkfqBBQOxsJ3LB.jpg, https://image.tmdb.org/t/p/w185/cH2JIa3Uc2k95yIuB462GwocPuT.jpg, https://image.tmdb.org/t/p/w185/cG0bWMh8ZRPgzdxyLJSHE6wZ7sq.jpg, https://image.tmdb.org/t/p/w185/ohnl4wfHCmdTKupindxIf6NuPPA.jpg;;Do-Re-Mi, La sirenita, Las sirenas de Mako, Los padrinos mágicos, H2O;https://www.youtube.com/watch?v=eOu_gJ5qOHc
Nichijou;Nichijou;2011 - 2011;Nichijou se centra principalmente en las travesuras diarias de un trío de chicas amigos de la infancia de la preparatoria Mio Naganohara, Yuko Aioi y Mai Minakami-cuyas historias se entrelazan en breve con el joven genio Hakase Shinonome, su robot cuidador Nano y su gato que habla Sakamoto. Con cada día que pasa, la vida de estos seis, así como de las muchas personas que les rodean, experimentan tanto las calmas de la vida normal y la demencia de lo absurdo. Caminando a la escuela, ser mordido por un cuervo hablando, pasar tiempo con amigos, y ver al director suplex un ciervo: todos ellos están en un día de trabajo en las extraordinarias vidas diarias de los de Nichijou.;https://image.tmdb.org/t/p/original/42zu4mUYfwxHMRypTRM0pwZyaM5.jpg;Animación, Comedia;8.397;26;;https://image.tmdb.org/t/p/original/4JVsZUZjZJgz7KZ70YRVzhdjgpK.jpg;T1:26;Mariko Honda (Yuuko Aioi (voice)), 相沢舞 (Mio Naganohara (voice)), 富樫美鈴 (Mai Minakami (voice)), 古谷静佳 (Nano Shinonome (voice)), 今野宏美 (Hakase (voice)), Minoru Shiraishi (Sakamoto (voice));https://image.tmdb.org/t/p/w185/29XsXfTmJ6dat7cBvQk6Wc96IC0.jpg, https://image.tmdb.org/t/p/w185/hdhUtNQPUZZSr9HrrkytKNmAEXG.jpg, https://image.tmdb.org/t/p/w185/7p3PwKmvSyLb2zM9DfWPJeMpI2O.jpg, https://image.tmdb.org/t/p/w185/32EUL5NhN8JoeNsWMeeAoEkB59k.jpg, https://image.tmdb.org/t/p/w185/n9NPrz0zrzFyynBt87hAE4s0UbA.jpg, https://image.tmdb.org/t/p/w185/tPMBlW0jvO4kPpz2WgpSIk3eZOY.jpg;;Lucky Star, Ataque a los Titanes: Junior High, Aharen-san wa Hakarenai, Minami-ke, Seitokai Yakuindomo;https://www.youtube.com/watch?v=0AEV-8d_vbg
Beastars;Beastars;Jikan (MyAnimeList);En un mundo de animales antropomórficos donde existe tensión constante entre carnívoros y herbívoros, el lobo Legoshi lidia con sus instintos y sus sentimientos hacia la coneja Haru.;https://cdn.myanimelist.net/images/anime/1713/145599l.jpg;Drama, Suspense;7.78;12.0;https://myanimelist.net/anime/39195/Beastars;https://image.tmdb.org/t/p/original/oU6akWOEEvdoaaK9Sdpzowmi2gR.jpg;T1:12|T2:12|T3:24;Chikahiro Kobayashi (Legoshi (voice)), Sayaka Senbongi (Haru (voice)), Yuki Ono (Louis (voice));https://image.tmdb.org/t/p/w185/dD0xdWLQubyRKAnI3rWpeV35XxD.jpg, https://image.tmdb.org/t/p/w185/yLRKX9DPDGgTRKBQRFTUh3pvbU0.jpg, https://image.tmdb.org/t/p/w185/oEx13CbNLsHzURdYafkFJYXDjfm.jpg;;Kakegurui, Parasyte: The Maxim, Tomodachi Game, Classroom of the Elite, Grisaia no Kajitsu;https://www.youtube.com/watch?v=TArSVUJ9XsU
Akatsuki no Yona;Akatsuki no Yona;TMDB;Como única princesa de un gran reino, Yona fue criada con gran esmero por su cariñoso padre y protegida por su amigo de la infancia y guardaespaldas, Hak, y otros. Sin embargo, su destino cambia en su decimosexto cumpleaños, cuando su amado primo Soo-won asesina a su padre para usurpar el trono. Huye del castillo al pueblo natal de Hak y comienza una nueva vida.;https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20770-brCDvhTXlums.png;Acción, Aventura, Comedia, Drama, Fantasía, Romance;7.9;24.0;https://anilist.co/anime/20770;https://image.tmdb.org/t/p/original/k3KlMWPt8lJ5Pe48xuykeldCnI3.jpg;T1:24|T2:0;Chiwa Saito (Yona (voice)), Tomoaki Maeno (Hak Son (voice)), Yusuke Kobayashi (Su-Won (voice));https://image.tmdb.org/t/p/w185/jxWuA4K0ZPkOQMeIgLlzaHSkgiV.jpg, https://image.tmdb.org/t/p/w185/w3lEuXSbEyzzNyO3YnxsF6wm2N5.jpg, https://image.tmdb.org/t/p/w185/y4ukKDSobZJNuB4H3k89hkrKCDC.jpg;;Soredemo Sekai wa Utsukushii, Akame ga Kill!, Seirei Gensouki, Tensei Oujo to Tensai Reijou no Mahou Kakumei, X;https://www.youtube.com/watch?v=KmL-XB3_3XM
Benriya Saitou-san, Isekai ni Iku (handyman saitou in another world);Benriya Saitou-san, Isekai ni Iku;Jikan (MyAnimeList);Saitou, un hombre ordinario con habilidades de mantenimiento y reparación, es transportado a un mundo de fantasía. Aunque sus habilidades parecen inútiles comparadas con las de los grandes guerreros, Saitou usa su ingenio y capacidad de arreglar cualquier cosa para convertirse en un miembro invaluable del grupo de aventureros.;https://cdn.myanimelist.net/images/anime/1805/132335l.jpg;Adventure, Comedy, Fantasy;7.36;12.0;https://myanimelist.net/anime/50854/Benriya_Saitou-san_Isekai_ni_Iku;https://image.tmdb.org/t/p/original/6c1tMSLoWmy0rPic1j0cihExfmP.jpg;T1:12;Ryohei Kimura (Saitou (voice)), Fairouz Ai (Raelza (voice)), Nao Toyama (Lafanpan (voice)), Cho (Morlock (voice)), 大橋彩香 (Mevena (voice)), Kouichi Souma (Gibunguru (voice));https://image.tmdb.org/t/p/w185/m4GktFKhjrVTewsZtqTusInHZqT.jpg, https://image.tmdb.org/t/p/w185/coFu6WOVBZvqd1fw89vbHkiC0zB.jpg, https://image.tmdb.org/t/p/w185/6WJDd1z946yFfZBgpC7dWi0FyQw.jpg, https://image.tmdb.org/t/p/w185/70OZtKOHEGvbuMQAbQ01cGxrUDO.jpg, https://image.tmdb.org/t/p/w185/2nvtejsD4sc6QNlPhGedKvr3VS1.jpg, https://image.tmdb.org/t/p/w185/95jnjzfmKmZF0jsEBJCCymg5EQ5.jpg;;Tsukimichi -Moonlit Fantasy-, Fushigi Yūgi: El juego misterioso, Chillin' in Another World with Level 2 Super Cheat Powers, Saihate no Paladin, Shinka no Mi ~Shiranai Uchi ni Kachigumi Jinsei~;
Bishoujo Senshi Sailor Moon Eternal I [2021][1080p][2.8 Gb];Bishoujo Senshi Sailor Moon Eternal Movie 1;Jikan (MyAnimeList);Las guerreras Sailor Moon y sus aliadas se transforman en sus formas Eternal para enfrentarse a Nehelenia, la reina del circo oscuro del Nuevo Circo Muerto. Esta película adapta el arco de Sailor Moon SuperS, poniendo a prueba los sueños y la esperanza de las Sailor Senshi.;https://cdn.myanimelist.net/images/anime/1312/110461l.jpg;Romance;7.59;1.0;https://myanimelist.net/anime/40024/Bishoujo_Senshi_Sailor_Moon_Eternal_Movie_1;;;;;;;
Black Clover;Black Clover;Jikan (MyAnimeList);Asta y Yuno son dos huérfanos criados juntos. Mientras Yuno es un genio mágico, Asta carece de magia por completo pero compensa su destino con una asombrosa fuerza física y un grimorio de antimagia.;https://cdn.myanimelist.net/images/anime/2/88336l.jpg;Action, Fantasy;8.14;170.0;https://myanimelist.net/anime/34572/Black_Clover;https://image.tmdb.org/t/p/original/oUsm3pq6rUga7lVGQFS3g84etVE.jpg;T1:170;Gakuto Kajiwara (Asta (voice)), Nobunaga Shimazaki (Yuno (voice)), Kana Yuuki (Noelle Silva (voice)), Junichi Suwabe (Yami Sukehiro (voice)), Genki Muro (Magna Swing (voice)), Ayumu Murase (Luck Voltia (voice));https://image.tmdb.org/t/p/w185/kUer38jXf7vTD2TGGxJMZVYL5Te.jpg, https://image.tmdb.org/t/p/w185/qke5rZusHsjSlvB0NKlJ5dQF5D.jpg, https://image.tmdb.org/t/p/w185/gnKY83EbfaJWi1y47dgOtiRegAK.jpg, https://image.tmdb.org/t/p/w185/4S7c3n3r07A83HvkLrnWZGVhiHg.jpg, https://image.tmdb.org/t/p/w185/6YF881kJuP2HaSb5PXRO4hWTZA.jpg, https://image.tmdb.org/t/p/w185/3aGM6KpcCIEKOXP9510tzaKc8uw.jpg;;FAIRY TAIL 100 YEARS QUEST, Slayers, Easygoing Territory Defense by the Optimistic Lord, Fairy Tail, Witch Hat Atelier;https://www.youtube.com/watch?v=QwNWY6z93O4
Black Lagoon;Black Lagoon;Jikan (MyAnimeList);Rokurou Okajima es secuestrado por un grupo de mercenarios piratas conocidos como Lagoon Company, decidiendo unirse a ellos en el submundo criminal de Roanapur.;https://cdn.myanimelist.net/images/anime/1906/121592l.jpg;Action;8.04;12.0;https://myanimelist.net/anime/889/Black_Lagoon;https://image.tmdb.org/t/p/original/9Sz85jzgFAt2NUWV6e9AfJUSRkM.jpg;T1:24;Megumi Toyoguchi (Revy (voice)), Daisuke Namikawa (Rock (voice)), 磯部勉 (Dutch (voice)), Hiroaki Hirata (Benny (voice));https://image.tmdb.org/t/p/w185/qrnzkvoaODEplqhtkcyDgUa3Qtp.jpg, https://image.tmdb.org/t/p/w185/iw0X8oDutxaBAri3Ifga8nhdUJK.jpg, https://image.tmdb.org/t/p/w185/qP5vQMIbLNvSsSFkEMLZRVt4ZW5.jpg, https://image.tmdb.org/t/p/w185/mMWEdlssJm3TVuXW4Wb7pQeX20Z.jpg;;Gungrave, Trigun Stampede, Bungou Stray Dogs, Black Lagoon: Roberta's Blood Trail, Gangsta.;https://www.youtube.com/watch?v=JsL9vhMfyrs
Black Rock Shooter;Black Rock Shooter: Dawn Fall;TMDB;El año es 2062. La Tierra quedó en ruinas después del fracaso de un proyecto de automatización laboral cuando la IA llamada Artemis libró la guerra contra la humanidad. Una niña, Emperatriz, se despierta en un laboratorio de investigación. Como uno de los tres guardianes supervivientes, debe destruir el Ascensor Orbital antes de que Artemis pueda completar su construcción. Si falla, un ejército de máquinas invadirá la Tierra.;https://image.tmdb.org/t/p/original/x607kupq3V7rsIz2gakITqwElum.jpg;Animación, Action & Adventure, Sci-Fi & Fantasy, Drama;8.113;12.0;https://www.themoviedb.org/tv/133733;https://image.tmdb.org/t/p/original/ck9dE7kwAuxXwswo3OWEeOerRSj.jpg;T1:12;"Yui Ishikawa (Empress (voice)), Saori Hayami (Dead Master (voice)), Megumi Han (Strength (voice)), Takuya Kirimoto (Colonel ""David"" (voice)), Ayaka Asai (Monica (voice)), Misaki Kuno (Black Trike (voice))";https://image.tmdb.org/t/p/w185/2y1y1W4q8UIR0Vbs4NNvc7722XT.jpg, https://image.tmdb.org/t/p/w185/gLv9lO7dlUbIsmyJUvgegqAAXki.jpg, https://image.tmdb.org/t/p/w185/cwnwrPg1YvB19TbfouC4ShGPmbQ.jpg, https://image.tmdb.org/t/p/w185/tDtATZ0RzxPiEzs4X2wJU7rSlkq.jpg, https://image.tmdb.org/t/p/w185/tQCblqK0CJfddLPkYKcI94R2Pgh.jpg, https://image.tmdb.org/t/p/w185/hVtE4gdKaqofYZmXXtlJs4Q9XTL.jpg;;Ergo Proxy, Cyberpunk: Edgerunners, Suisei no Gargantia, Blade Runner: El Loto Negro, Vivy: Fluorite Eye’s Song;
Blades of the Guardians;Biao Ren;Jikan (MyAnimeList);En la China de la dinastía Ming, un guardaespaldas de élite conocido como Biao Ren protege a mercaderes y viajeros por las peligrosas rutas comerciales. La serie sigue las aventuras de estos guerreros que caminan entre la justicia y la supervivencia en un mundo de intrigas y peligros constantes.;https://cdn.myanimelist.net/images/anime/1968/110585l.jpg;Action;7.57;15.0;https://myanimelist.net/anime/44388/Biao_Ren;https://image.tmdb.org/t/p/original/r56087oqO4gJrK5HI0Lxu07mMXQ.jpg;T1:15|T2:8;;;Creador: 許先哲;Dinastía de Jade, Devil May Cry, Cowboy Bebop, Drawing Jianghu: The Rangers, Ninja Kamui;
Bleach;Bleach;Jikan (MyAnimeList);Ichigo Kurosaki obtiene accidentalmente los poderes de un Shinigami (segador de almas) a través de Rukia Kuchiki, debiendo proteger al mundo de los espíritus malignos conocidos como Hollows.;https://cdn.myanimelist.net/images/anime/1541/147774l.jpg;Action, Adventure, Supernatural;7.99;366.0;https://myanimelist.net/anime/269/Bleach;https://image.tmdb.org/t/p/original/o0NsbcIvsllg6CJX0FBFY8wWbsn.jpg;T1:366|T2:53;Masakazu Morita (Ichigo Kurosaki (voice)), Fumiko Orikasa (Rukia Kuchiki (voice)), Hiroki Yasumoto (Yasutora Sado (voice)), 松岡由貴 (Orihime Inoue (voice)), Noriaki Sugiyama (Uryu Ishida (voice));https://image.tmdb.org/t/p/w185/2INsHYbx9gEhhzXPHdqBDdvHjFt.jpg, https://image.tmdb.org/t/p/w185/f5d1J13fksa1hK8u7AS95aO8b9.jpg, https://image.tmdb.org/t/p/w185/vNIGLl0wFmdhdnulMssQ1qyNeBs.jpg, https://image.tmdb.org/t/p/w185/p8lS5zjnNLZFp7CXqznkZOia572.jpg, https://image.tmdb.org/t/p/w185/szqqQ8T0gzuSxjU2rnWcthsaSJT.jpg;;Yu Yu Hakusho, DAN DA DAN, Jujutsu Kaisen, Jibaku Shounen Hanako-kun, Rakudai Kishi no Cavalry;https://www.youtube.com/watch?v=0c4IoCA5fY0
Bleach - Sennen Kessen-hen;Bleach: Sennen Kessen-hen;Jikan (MyAnimeList);Ichigo Kurosaki obtiene accidentalmente los poderes de un Shinigami (segador de almas) a través de Rukia Kuchiki, debiendo proteger al mundo de los espíritus malignos conocidos como Hollows.;https://cdn.myanimelist.net/images/anime/1908/135431l.jpg;Action, Adventure, Supernatural;8.98;13.0;https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen;https://image.tmdb.org/t/p/original/o0NsbcIvsllg6CJX0FBFY8wWbsn.jpg;T1:366|T2:53;Masakazu Morita (Ichigo Kurosaki (voice)), Fumiko Orikasa (Rukia Kuchiki (voice)), Hiroki Yasumoto (Yasutora Sado (voice)), 松岡由貴 (Orihime Inoue (voice)), Noriaki Sugiyama (Uryu Ishida (voice));https://image.tmdb.org/t/p/w185/2INsHYbx9gEhhzXPHdqBDdvHjFt.jpg, https://image.tmdb.org/t/p/w185/f5d1J13fksa1hK8u7AS95aO8b9.jpg, https://image.tmdb.org/t/p/w185/vNIGLl0wFmdhdnulMssQ1qyNeBs.jpg, https://image.tmdb.org/t/p/w185/p8lS5zjnNLZFp7CXqznkZOia572.jpg, https://image.tmdb.org/t/p/w185/szqqQ8T0gzuSxjU2rnWcthsaSJT.jpg;;Yu Yu Hakusho, DAN DA DAN, Jujutsu Kaisen, Jibaku Shounen Hanako-kun, Rakudai Kishi no Cavalry;https://www.youtube.com/watch?v=0c4IoCA5fY0
Bleach - Sennen Kessen-hen - Ketsubetsu-tan;Bleach: Sennen Kessen-hen - Ketsubetsu-tan;Jikan (MyAnimeList);Ichigo Kurosaki obtiene accidentalmente los poderes de un Shinigami (segador de almas) a través de Rukia Kuchiki, debiendo proteger al mundo de los espíritus malignos conocidos como Hollows.;https://cdn.myanimelist.net/images/anime/1164/138058l.jpg;Action, Adventure, Supernatural;8.7;13.0;https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan;;;;;;;
No Game No Life: Zero;No Game No Life: Zero;TMDB;Es una precuela situada 6000 años antes de la historia de Sora y Shiro, en el mundo Disboard. En esta era de guerra, todas las razas estaban peleándose entre sí, propagando una muerte irracional a los humanos que no tienen el poder para luchar. Riku es el líder de la colonia humana que trata de sobrevivir día a día. Riku, termina conociendo a Shuvi una ex-Machina (raza androide), rechazada por su gente debido a su obsesión no calculada por comprender el corazón humano. Juntos, emprenden una aventura para salvar a la raza humana. Esta historia fue un hecho de hace más de seis mil años. El 'mito más antiguo' que conduce al 'mito más nuevo'. Sin registro ni memoria. Ahora comienza una historia que no se puede contar a nadie;https://image.tmdb.org/t/p/original/70SPSxp7svNdq1tHkgehFxskM1a.jpg;Aventura, Animación, Drama, Fantasía, Romance;7.825;1;https://www.themoviedb.org/movie/445030;https://image.tmdb.org/t/p/original/zmJtqKaByFqYrxipeXyoAUSTD1w.jpg;;Yoko Hikasa (Couronne / Stephanie (voice)), Ai Kayano (Schwi Dola (voice)), Yoshitsugu Matsuoka (Riku Dola (voice)), Kazuyuki Okitsu (Aley (voice)), Ryota Takeuchi (Artosh (voice)), Yui Horie (Azriel (voice));https://image.tmdb.org/t/p/w185/mP3bj0s1gqJ6tCKFLhu4b1CkJj7.jpg, https://image.tmdb.org/t/p/w185/l8ywp387rfdAS7mOExe3cEZnsk0.jpg, https://image.tmdb.org/t/p/w185/ugDwdWEXnmv43jcbnfAi4XwiQ8C.jpg, https://image.tmdb.org/t/p/w185/vgyaK5dAxhvzAi6LJM3ZyaJd4mJ.jpg, https://image.tmdb.org/t/p/w185/1PZIIKxOAgn6YexksH6weYnzzhh.jpg, https://image.tmdb.org/t/p/w185/73yQlMWaiOMrhvPCNyOCbbCkILZ.jpg;Director: いしづかあつこ;Overlord: El reino sagrado, Fate/stay night: Heaven's Feel - II. Mariposa Perdida, GANTZ:O, The Seven Deadly Sins: El rencor de Edimburgo - Parte 2, Injustice;https://www.youtube.com/watch?v=0-KGvuSmdr0
