Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Desarrolladores;Editores;Puntuacion_Usuario;Metascore;URL_Slug;Backdrop_URL;Requisitos_Minimos;Requisitos_Recomendados;Recomendaciones;Trailer_URL;Peso_GB
Batman: Arkham City;Batman: Arkham City;RAWG;2011.0;"La trama de Arkham City comienza un año y medio después de los eventos de Arkham Asylum. Quincy Sharp, antiguo superintendente del Hospital Psiquiátrico Arkham, se convirtió en alcalde de Gotham y creó la prisión ""Arkham City"". Los prisioneros de Arkham City no están bajo el control de nadie dentro de sus límites, solo tienen prohibido escapar. En el juego aparecen todos los personajes habituales: Joker, Dos Caras, Catwoman, Ra's al Ghul, James Gordon y otros. Cada villano, individualmente y en conjunto, plantea a Batman tareas difíciles que hacen avanzar la historia. Arkham City cuenta con un mundo abierto. Todos los dispositivos de Arkham Asylum están disponibles para el jugador desde el principio. Muchos de ellos han sido mejorados y también se han añadido otros nuevos. El juego incluye un ""Modo Detective"": los esqueletos de los enemigos se resaltan y es posible realizar diversos análisis, como rastrear la trayectoria de una bala de francotirador.";https://media.rawg.io/media/games/b5a/b5a1226bfd971284a735a4a0969086b3.jpg;Action;4.41;94;batman-arkham-city-2;;;https://media.rawg.io/media/games/b5a/b5a1226bfd971284a735a4a0969086b3.jpg;;;;;15
Batman: Arkham Origins;Batman: Arkham Origins;RAWG;2013.0;Batman Arkham Origins es un juego de acción y aventura, la tercera entrega principal de la serie Batman: Arkham de Warner Brothers. En cuanto a la historia, Origins es la precuela del primer juego de la franquicia, Batman: Arkham Asylum. La historia se desarrolla en Gotham City en Nochebuena. El infame capo del crimen Máscara Negra ofrece una recompensa de 50 millones de dólares por Batman y contrata a ocho de los asesinos más letales del mundo, incluyendo a Bane, Deathstroke, Killer Croc y otros. La historia abarca algunos eventos importantes para las demás entregas de la serie, como el primer encuentro de Batman con el Joker y los incidentes que llevaron a la reapertura del Asilo Arkham. La jugabilidad de Origins es muy similar a la de las dos entregas anteriores. Consiste principalmente en secuencias de lucha, sigilo e investigaciones. Al igual que en Arkham City, el jugador puede explorar libremente un mundo abierto, pero esta vez no se trata solo del Asilo Arkham, sino de toda Gotham City.;https://media.rawg.io/media/games/fc3/fc30790a3b3c738d7a271b02c1e26dc2.jpg;Action;Warner Bros. Interactive, Splash Damage;Warner Bros. Interactive;3.95;74;batman-arkham-origins;https://media.rawg.io/media/games/fc3/fc30790a3b3c738d7a271b02c1e26dc2.jpg;Minimum: OS:32-bit: Vista, Win 7, Win 8 Processor:Intel Core 2 Duo, 2.4 GHz / AMD Athlon X2, 2.8 GHz Memory:2 GB RAM Graphics:NVIDIA GeForce 8800 GTS / AMD Radeon HD 3850 or better with 512 MB of VRAM DirectX®:9.0c Hard Drive Space:20 GB Other Requirements:Broadband Internet connection Additional Notes:Windows XP and DirectX® 9.0b and below not supported;Recommended: OS:64-bit: Vista, Win 7, Win 8 Processor:Intel Core i5-750, 2.67 GHz / AMD Phenom II X4 965, 3.4 GHz Memory:4 GB RAM Graphics:NVIDIA GeForce GTX 560 / AMD Radeon HD 6950 or better with 768 MB+ of VRAM (DirectX 11 Compatible) DirectX®:11 Hard Drive Space:20 GB Other Requirements:Broadband Internet connection Additional Notes:Windows XP and DirectX® 9.0b and below not supported;;;13
Battlefield 1;Battlefield 1;RAWG;2016.0;Battlefield 1 es un shooter en primera persona ambientado durante la Primera Guerra Mundial. Vive el caos de la Gran Guerra a través de varias historias individuales y enormes batallas multijugador con combate terrestre, aéreo y naval.;https://media.rawg.io/media/games/998/9980c4296f311d8bcc5b451ca51e4fe1.jpg;Action, Shooter;Electronic Arts, Electronic Arts DICE;Electronic Arts;3.84;88.0;battlefield-1;https://media.rawg.io/media/games/998/9980c4296f311d8bcc5b451ca51e4fe1.jpg;Minimum: Requires a 64-bit processor and operating system OS: 64-bit Windows 7, Windows 8.1 and Windows 10 Processor: Processor (AMD): AMD FX-6350 Processor (Intel): Intel Core i5 6600K Memory: 8 GB RAM Graphics: Graphics card (AMD): AMD Radeon™ HD 7850 2GB Graphics card (NVIDIA): NVIDIA GeForce® GTX 660 2GB DirectX: Version 11 Network: Broadband Internet connection Storage: 50 GB available space;Recommended: Requires a 64-bit processor and operating system OS: 64-bit Windows 10 or later Processor: Processor (AMD): AMD FX 8350 Wraith Processor (Intel): Intel Core i7 4790 or equivalent Memory: 16 GB RAM Graphics: Graphics card (AMD): AMD Radeon™ RX 480 4GB Graphics card (NVIDIA): NVIDIA GeForce® GTX 1060 3GB DirectX: Version 11 Network: Broadband Internet connection Storage: 50 GB available space;;;19
Battlefield 3;Battlefield 3;RAWG;2011.0;La undécima entrega de la saga Battlefield, secuela directa de Battlefield 2. Lucha en París, Teherán y Nueva York mientras los marines de los EE. UU. intentan evitar que un ultranacionalista ruso detone un dispositivo nuclear.;https://media.rawg.io/media/games/8bd/8bda6d876f3e241c6024022299553efd.jpg;Action, Shooter;Electronic Arts DICE;Electronic Arts;4.08;86.0;battlefield-3;https://media.rawg.io/media/games/8bd/8bda6d876f3e241c6024022299553efd.jpg;Minimum: OS: Windows 7 64-bit Processor: 2 GHz Dual Core (Core 2 Duo 2.4 GHz or Althon X2 2.7 GHz) Memory: 2 GB RAM Graphics: Graphics card (AMD): DirectX 10.1 compatible with 512 MB RAM (ATI Radeon 3000, 4000, 5000 or 6000 series, with ATI Radeon 3870 or higher performance) Graphics card (NVIDIA): DirectX 10.0 compatible with 512 MB RAM (NVIDIA GeForce 8, 9, 200, 300, 400 or 500 series with NVIDIA GeForce 8800 GT or higher performance) DirectX: Version 10 Storage: 20 GB available space Sound Ca;Recommended: OS: Windows 7 64-bit Processor: Quad-core CPU Memory: 4 GB RAM Graphics: Graphics Card: DirectX 11 compatible with 1024 MB RAM (NVIDIA GeForce GTX 560 or ATI Radeon 6950) DirectX: Version 11 Storage: 20 GB available space Sound Card: DirectX Compatible;;;14
Battlefield 4 v1.12;Battlefield 4;RAWG;2013.0;Vive todo lo que puede ocurrirle a un soldado, un vehículo y el entorno al mismo tiempo. Battlefield 4 incluye una dramática campaña individual y batallas multijugador masivas de 64 jugadores con entornos completamente destructibles.;https://media.rawg.io/media/games/ac7/ac7b8327343da12c971cfc418f390a11.jpg;Shooter;Electronic Arts, Electronic Arts DICE;Electronic Arts;3.95;81.0;battlefield-4;https://media.rawg.io/media/games/ac7/ac7b8327343da12c971cfc418f390a11.jpg;Minimum: OS: Windows 8 32-bit Processor: Processor (AMD): Athlon X2 2.8 GHz Processor (Intel): Core 2 Duo 2.4 GHz Memory: 4 GB RAM Graphics: Graphics card (AMD): AMD Radeon HD 3870 Graphics card (NVIDIA): Nvidia GeForce 8800 GT Network: Broadband Internet connection Storage: 30 GB available space;Recommended: OS: Windows 8 64-bit Processor: Processor (AMD): Six-core CPU Processor (Intel): Quad-core CPU Memory: 8 GB RAM Graphics: Graphics card (AMD): AMD Radeon HD 7870 Graphics card (Nvidia): NVIDIA GeForce GTX 660 Network: Broadband Internet connection Storage: 30 GB available space;;;20
Battlefield 6 v1.0.387;Battlefield 6;RAWG;2025.0;Prepárate para la experiencia definitiva de guerra total. Combate en batallas de alta intensidad ambientadas en 2042, en un mundo al borde del colapso, con partidas multijugador de hasta 128 jugadores.;https://media.rawg.io/media/games/dcc/dcc38d78ab1f1a90fdc4ba1bea3a73ff.jpg;Action, Shooter;Battlefield Studios;Electronic Arts;4.21;;battlefield-6-2;https://media.rawg.io/media/games/dcc/dcc38d78ab1f1a90fdc4ba1bea3a73ff.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Intel Core i5-8400, AMD Ryzen 5 2600 Memory: 16 GB RAM Graphics: Nvidia RTX 2060, AMD Radeon RX 5600 XT 6GB, Intel Arc A380 DirectX: Version 12 Network: Broadband Internet connection Storage: 55 GB available space Sound Card: No Recommendation VR Support: Not Supported Additional Notes: TPM 2.0 Enabled UEFI SECURE BOOT Enabled HVCI Capable VBS Capable;Recommended: Requires a 64-bit processor and operating system OS: Windows 11 Processor: Intel Core i7-10700, AMD Ryzen 7 3700X Memory: 16 GB RAM Graphics: Nvidia RTX 3060Ti, AMD Radeon RX 6700-XT, Intel Arc B580 DirectX: Version 12 Network: Broadband Internet connection Storage: 80 GB available space Sound Card: No Recommendation VR Support: Not Supported Additional Notes: TPM 2.0 Enabled UEFI SECURE BOOT Enabled HVCI Capable VBS Capable;;;80
Battlefield Bad Company 2 (build 795745);Battlefield: Bad Company 2;RAWG;2010.0;Secuela de Bad Company y novena entrega de la saga Battlefield. Un grupo de mercenarios persigue un arma de destrucción masiva soviética de la Segunda Guerra Mundial por varios países, en una campaña global con entornos destructibles.;https://media.rawg.io/media/games/e8f/e8f923180ecb9614ec564a15937cfd9e.jpg;Action, Shooter;Electronic Arts, Electronic Arts DICE, Digital Illusions CE;Electronic Arts;4.13;87.0;battlefield-bad-company-2;https://media.rawg.io/media/games/e8f/e8f923180ecb9614ec564a15937cfd9e.jpg;Minimum: OS: Windows XP Processor: Core 2 Duo @ 2.0GHz Memory: 2GB Graphics: 256 MB Video Card (GeForce 7800 GT / ATI X1900) DirectX®: DirectX 9, 10, and 11 support Hard Drive: 15 GB;Recommended: OS: Windows Vista or Windows 7 Processor: Intel Core 2 Quad or higher Memory: 2GB Graphics: 512 MB Video Card (GeForce GTX 260/ ATI Radeon 4870) Controller Support: Support for Logitech G15 and G19 keyboard LCDs in multiplayer;;;7
Bellwright;Bellwright;RAWG;.0;Acusado injustamente del asesinato del príncipe y condenado a muerte por la Corona, has vivido en las sombras desde entonces. Tras librarte por poco de un atentado contra tu vida, hallas el contrato del asesino, lo que plantea numerosos interrogantes: ¿fue pura mala suerte que te incriminaran? ¿O hay algo más detrás de todo esto? Decidido a hallar respuestas, regresas al mismo lugar del que escapaste. Poco a poco, liderarás una rebelión hasta la victoria contra el soberano opresor de tu tierra natal, descubriendo por el camino la verdad sobre el secreto de tu familia. ¡Las campanas volverán a repicar por la libertad! Funda y expande tus propios asentamientos, libera la tierra, ayuda a sus habitantes y recluta a otros para tu causa mientras descubres más sobre la vida que te viste obligado a dejar atrás. Tus reclutas te ayudarán a reunir los recursos y la fuerza necesarios para plantar cara a la Corona. Comanda tus tropas, demuestra tu valor en combate y conságrate como el héroe de tu pueblo.;https://media.rawg.io/media/screenshots/b4d/b4db4b31a8cb09ba06237f31c3fbd168.jpg;Action, RPG, Strategy, Simulation;Donkey Crew;Snail Games USA, Donkey Crew;2.78;;bellwright;https://media.rawg.io/media/screenshots/b4d/b4db4b31a8cb09ba06237f31c3fbd168.jpg;Minimum: Requires a 64-bit processor and operating system OS *: 64-Bit Windows 7 Service Pack 1, Windows 8, Windows 10 or Windows 11 Processor: Intel Core i5-8600 / AMD Ryzen 5 3600 Memory: 16 GB RAM Graphics: NVIDIA GeForce GTX 1070 8GB / AMD Radeon RX 580 8GB DirectX: Version 12 Storage: 24 GB available space;Recommended: Requires a 64-bit processor and operating system OS *: 64-Bit Windows 7 Service Pack 1, Windows 8, or Windows 10 or Windows 11 Processor: Intel Core i5 13600 / AMD Ryzen 5 5600 Memory: 16 GB RAM Graphics: NVIDIA GeForce RTX 3060 12GB / AMD Radeon RX 6600 8GB DirectX: Version 12 Storage: 24 GB available space;;;16
Beyond Two Souls;Beyond: Two Souls;RAWG;2013.0;A menudo llamado una 'película interactiva', Beyond: Two Souls sigue a Jodie Holmes, una mujer vinculada desde su nacimiento a una entidad invisible llamada Aiden. Juega en capítulos no lineales que abarcan 15 años de su vida, con decisiones que afectan al desenlace.;https://media.rawg.io/media/games/07a/07a74470a2618fd71945db0619602baf.jpg;Action, Adventure;Quantic Dream;Sony Computer Entertainment, Quantic Dream;3.81;73.0;beyond-two-souls;https://media.rawg.io/media/games/07a/07a74470a2618fd71945db0619602baf.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 7 or later (64 bit) Processor: Intel Core i5-4430 @ 3.0 GHz or AMD FX-6300 @ 3.5 GHz Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 660 with 2GB VRAM or AMD Radeon HD 7870 with 2GB VRAM DirectX: Version 11 Storage: 49 GB available space Additional Notes: 720p, 30 FPS;Recommended: Requires a 64-bit processor and operating system OS: Windows 7 or later (64 bit) Processor: Intel Core i5-6600K @ 3.5GHz or AMD Ryzen 3 1300X @ 3.4GHz Memory: 8 GB RAM Graphics: Nvidia GeForce GTX 970 with 4GB VRAM or AMD Radeon R9 390 with 4GB VRAM DirectX: Version 11 Storage: 49 GB available space Additional Notes: 1080p, 60 FPS;;;30
Blasphemous 2 v1.1.0;Blasphemous II;RAWG;2023.0;El Penitente despierta una vez más en una lucha interminable. Blasphemous 2 amplía el original con nuevas armas, habilidades y un laberíntico mundo interconectado de brutal acción y plataformas en píxel art.;https://media.rawg.io/media/games/73b/73bcfec00beec38a3d3527db4f9b8c53.jpg;Action, Adventure, Indie, Platformer;The Game Kitchen;Team17 Digital;4.16;;blasphemous-2;https://media.rawg.io/media/games/73b/73bcfec00beec38a3d3527db4f9b8c53.jpg;;;;;1
Blur;Blur;RAWG;2010.0;¡Carreras con potenciadores al poder! Ve más allá de las carreras convencionales y entra en el mundo de Blur. Compite contra hasta 19 rivales simultáneamente usando coches reales con explosivos potenciadores en una experiencia de carreras espectacular.;https://media.rawg.io/media/games/f45/f454179c3da178c785761db9e593949b.jpg;Racing, Arcade;Bizarre Creations, Fireproof Studios;Activision Blizzard;3.93;81.0;blur;https://media.rawg.io/media/games/f45/f454179c3da178c785761db9e593949b.jpg;;;;;4
Borderlands 2 Game of the Year Edition v1.8.4;Borderlands 2;RAWG;2012.0;Secuela del cooperativo FPS-RPG Borderlands. Un nuevo equipo de Cazadores de Bóvedas se enfrenta a Handsome Jack, el narcisista villano de la Corporación Hyperion, en el peligroso y hermoso mundo de Pandora.;https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg;Action, Shooter, RPG;Aspyr Media, 2K, Gearbox Software, Sony Computer Entertainment America;2K Games, Aspyr;4.01;89.0;borderlands-2;https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg;"Minimum: OS: Windows XP SP3 Processor: 2.4 GHz Dual Core Processor Memory: 2 GB(XP)/ 2 GB(Vista) Hard Disk Space: 13 GB free Video Memory: 256 MB Video Card: NVIDIA GeForce 8500 /ATI Radeon HD 2600 Sound: DirectX 9.0c Compatible Other Requirements:Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include Steam Client, DirectX 9, Microsoft .NET 4 Framework, Visual C++ Redistributable 2005, Visual C++ Redis";"Recommended: OS: Windows XP SP3/Vista/Win 7 Processor: 2.3 GHz Quad Core processor Memory: 2 GB Hard Disk Space: 20 GB free Video Memory: 512MB Video Card: NVIDIA GeForce GTX 560 / ATI Radeon HD 5850 Sound: DirectX 9.0c Compatible Other Requirements:Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include Steam Client, DirectX 9, Microsoft .NET 4 Framework, Visual C++ Redistributable 2005, Visual C++ Red";;;11
Borderlands Game of the Year Edition v1.5.0 (15.09.2014);Borderlands;RAWG;2009.0;Pandora es un planeta peligroso, por lo que tiene sentido que los más fuertes se unan para buscar la legendaria Bóveda. Elige entre cuatro Cazadores de Bóvedas en este cooperativo FPS-RPG con millones de armas generadas proceduralmente.;https://media.rawg.io/media/games/c6b/c6bfece1daf8d06bc0a60632ac78e5bf.jpg;Action, Shooter, RPG;2K, Gearbox Software;2K Games;3.82;81.0;borderlands;https://media.rawg.io/media/games/c6b/c6bfece1daf8d06bc0a60632ac78e5bf.jpg;OS: Windows XP/Vista Processor: 2.4 Ghz or equivalent processor with SSE2 support Memory: 1GB System RAM (2GB recommended with Vista) Graphics: 256mb video ram or better (GeForce 7 series or higher/Radeon HD3000 series or higher) Hard Drive: 8 GB or more free space Sound: Windows compatible sound card;;;;9
Borderlands The Pre Sequel;Borderlands: The Pre-Sequel;RAWG;2014.0;Ambientado entre Borderlands y Borderlands 2, The Pre-Sequel tiene lugar en la luna de Pandora, Elpis, y sigue el ascenso al poder de Handsome Jack a través de cuatro nuevos personajes jugables.;https://media.rawg.io/media/games/530/5302dd22a190e664531236ca724e8726.jpg;Action, Shooter, RPG;Aspyr Media, 2K, Gearbox Software, 2K Australia;2K Games, Aspyr;3.56;75.0;borderlands-the-pre-sequel;https://media.rawg.io/media/games/530/5302dd22a190e664531236ca724e8726.jpg;"Minimum: OS: Windows XP SP3 Processor: 2.4 GHz Dual Core Processor Memory: 2048 MB RAM Graphics: NVIDIA GeForce 8500 / ATI Radeon HD 2600 DirectX: Version 9.0 Storage: 13 GB available space Sound Card: DirectX 9 Compliant Additional Notes: Other Requirements &amp; Supports: Initial installation requires one time internet connection for Steam authentication; software installations required (included with the game) include Steam Client, directX 9, Microsoft .NET 4 Framework, Visual C++ Redistribut";Recommended: OS: Windows XP SP3/Vista/Win 7/Win 8 Processor: 2.3 GHz Quad Core processor Memory: 2048 MB RAM Graphics: NVIDIA GeForce GTX 560 / ATI Radeon HD 5850 DirectX: Version 10 Storage: 20 GB available space Sound Card: DirectX 9.0 c Compliant;;;11
Bramble - The Mountain King;Bramble: The Mountain King;RAWG;2023.0;Un oscuro cuento de hadas escandinavo. Guía al joven Olle por un traicionero mundo de antiguo folclore nórdico, enfrentando terroríficas criaturas mientras busca a su hermana desaparecida en esta atmosférica aventura de horror.;https://media.rawg.io/media/games/d1f/d1f058e4c29abbfbb2ce16c08f626e62.jpg;Adventure, Indie;Dimfrost, Dimfrost Studio;Merge Games, Maximum Entertainment, Dimfrost;4.27;;bramble-the-mountain-king;https://media.rawg.io/media/games/d1f/d1f058e4c29abbfbb2ce16c08f626e62.jpg;Minimum: OS: Windows 10 Processor: Intel Core i5-2300 | AMD FX-4350 Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 570, 1 GB | AMD Radeon HD 7850, 2 GB DirectX: Version 11 Storage: 8 GB available space;Recommended: OS: Windows 10 Processor: Intel Core i7-3770 | AMD FX-8350 Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 760, 2 GB | AMD Radeon HD 7870, 2 GB DirectX: Version 11 Storage: 8 GB available space;;;8
